10.47.190.79,[29/Nov/2018:09:21:48],GET /api/saleservice/newsInfo/5617,200,557
10.47.190.79,[29/Nov/2018:09:21:48],POST /api/saleservice/saveMod,200,5
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/getMod/11,200,518
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/fiveK/week_year/310101/3/5/10/12/20,200,207656
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/jbsl/week_year/3101010,200,12
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/fiveK/week_year/310101/3/5/10/12/20,200,207656
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/newsInfo/init/0,200,8705
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/newsInfo/init/0,200,8712
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/jbsl/week_year/1001,200,401
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/gaishu/1001,200,7555
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/gongxu/week_year/310101,200,9365
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/gongxu/mth_year/310101,200,8320
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/gongxu/season_year/310101,200,2736
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/gongxu/dw_year/310101,200,544
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/area/init,200,484
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/analysisK/week_year/310101,200,355430
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/fldb/week_year/1001,200,1719
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/jbsl/week_year/1001,200,401
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/gaishu/1001,200,7555
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/kucun/week_year/310101,200,27698
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/kucun/mth_year/310101,200,10367
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/kucun/season_year/310101,200,6753
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/kucun/dw_year/310101,200,5314
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/getMod/11,200,518
10.47.190.79,[29/Nov/2018:09:21:51],GET /api/saleservice/getMod/11,200,520
10.47.190.79,[29/Nov/2018:09:21:52],GET /api/saleservice/delMod/11/10096,200,5
10.47.190.79,[29/Nov/2018:09:21:52],GET /api/saleservice/jbsl/week_year/310903,200,573
10.47.190.79,[29/Nov/2018:09:21:52],GET /api/saleservice/analysisK/week_year/310903,200,329013
10.47.190.79,[29/Nov/2018:09:21:52],GET /api/saleservice/fiveK/week_year/310903/3/5/10/12/20,200,189750
10.47.190.79,[29/Nov/2018:09:21:52],GET /api/saleservice/kline/init,200,118748
10.47.190.79,[29/Nov/2018:09:21:52],GET /api/saleservice/sale/3101,200,1544
10.47.190.79,[29/Nov/2018:09:21:52],GET /api/saleservice/clas/1001,200,4099
10.47.190.79,[29/Nov/2018:09:21:53],POST /login,200,29279
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/lszd/week_year/1001,200,21479
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/lszd/mth_year/1001,200,17184
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/lszd/season_year/1001,200,12978
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/lszd/dw_year/1001,200,12214
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/storesale/01310017/310101,200,161
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/shichang/week_year/310101,200,12110
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/shichang/mth_year/310101,200,7315
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/shichang/season_year/310101,200,2652
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/shichang/dw_year/310101,200,1785
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/storedetails/01310017,200,467
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/regionsale/week_year/310101,200,2402
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/lslabel/1001,200,14773
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/shichang/week_year/1001,200,11548
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/shichang/mth_year/1001,200,7249
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/shichang/season_year/1001,200,2634
10.47.190.79,[29/Nov/2018:09:21:53],GET /api/storeservice/shichang/dw_year/1001,200,1773
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/initMap,200,62251
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/screeninit,200,11100
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/marketCompetition/week_year/530904,200,2837
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/area/%25E4%25B8%258A%25E6%25B5%25B7%25E5%25B8%2582/310101,200,32
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/shichang/week_year/310903,200,12118
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/shichang/mth_year/310903,200,6868
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/shichang/season_year/310903,200,2647
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/shichang/dw_year/310903,200,1788
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/lszd/week_year/310903,200,22135
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/lszd/mth_year/310903,200,17375
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/lszd/season_year/310903,200,13504
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/lszd/dw_year/310903,200,12741
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/lslabel/310101,200,15374
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/lszd/week_year/310101,200,22102
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/lszd/mth_year/310101,200,17730
10.47.190.79,[29/Nov/2018:09:21:54],GET /api/storeservice/lszd/season_year/310101,200,13495
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/lszd/dw_year/310101,200,12749
10.47.190.79,[29/Nov/2018:09:21:55],POST /login,200,29278
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appActivity/newActivity/all,200,7728
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/overView/paymentInfo/all,200,2659
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/overView/storeInfo/all,200,1182
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/overView/paymentInfo/all,200,2659
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/overView/storeInfo/all,200,1182
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/storeStar/desc,200,27628
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appScanCode/all/yan,200,6464
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appStoreAverages/yan/av,200,3949
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/payment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B1,200,12
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/storeAverages/yan/av,200,4538
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/posScanCode/all/yan,200,6753
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appStoreAverages/all/rt,200,3019
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appPayment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appPayment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appMixedOrderAndMemberInfo/all,200,14066
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appPayment/all/%E7%AC%94%E6%95%B0,200,4891
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appStoreAverages/all/av,200,3977
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/posScanCode/all/all,200,6557
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/posData/storeAverages/all/rt,200,3449
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appScanCode/all/fyfj,200,6752
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appStoreAverages/fyfj/av,200,3962
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/appData/appStoreAverages/all/cpp,200,3983
10.47.190.79,[29/Nov/2018:09:21:55],GET /api/storeservice/download/20180708,200,8568361
10.47.190.79,[29/Nov/2018:09:21:56],POST /login,200,29278
10.47.190.79,[29/Nov/2018:09:21:56],GET /api/storeservice/lszd/week_year/1001,200,21493
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/lszd/mth_year/1001,200,17183
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/lszd/season_year/1001,200,12978
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/lszd/dw_year/1001,200,12200
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/storesale/01310017/310101,200,161
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/week_year/310101,200,12110
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/mth_year/310101,200,7315
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/season_year/310101,200,2652
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/dw_year/310101,200,1785
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/storedetails/01310017,200,467
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/regionsale/week_year/310101,200,2402
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/lslabel/1001,200,14765
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/week_year/1001,200,11541
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/mth_year/1001,200,7249
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/season_year/1001,200,2634
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/dw_year/1001,200,1773
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/initMap,200,62242
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/screeninit,200,11100
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/marketCompetition/week_year/530904,200,2837
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/area/%25E4%25B8%258A%25E6%25B5%25B7%25E5%25B8%2582/310101,200,32
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/week_year/310903,200,12118
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/mth_year/310903,200,6874
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/season_year/310903,200,2647
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/shichang/dw_year/310903,200,1788
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/lszd/week_year/310903,200,22127
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/lszd/mth_year/310903,200,17369
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/lszd/season_year/310903,200,13504
10.47.190.79,[29/Nov/2018:09:21:57],GET /api/storeservice/lszd/dw_year/310903,200,12741
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/lslabel/310101,200,15373
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/lszd/week_year/310101,200,22087
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/lszd/mth_year/310101,200,17730
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/lszd/season_year/310101,200,13480
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/lszd/dw_year/310101,200,12734
10.47.190.79,[29/Nov/2018:09:21:58],POST /login,200,29286
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/appActivity/newActivity/all,200,7728
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/overView/paymentInfo/all,200,2659
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/overView/storeInfo/all,200,1182
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/overView/paymentInfo/all,200,2659
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/overView/storeInfo/all,200,1182
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/storeStar/desc,200,27619
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/appData/appScanCode/all/yan,200,6464
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/appData/appStoreAverages/yan/av,200,3955
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/posData/payment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B1,200,12
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/posData/storeAverages/yan/av,200,4538
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/posData/posScanCode/all/yan,200,6753
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/appData/appStoreAverages/all/rt,200,3019
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/appData/appPayment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[29/Nov/2018:09:21:58],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appPayment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appMixedOrderAndMemberInfo/all,200,14074
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appPayment/all/%E7%AC%94%E6%95%B0,200,4891
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/posData/storeAverages/all/av,200,4566
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/posData/storeAverages/all/rt,200,3449
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appScanCode/all/fyfj,200,6752
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appStoreAverages/fyfj/av,200,3962
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/appData/appStoreAverages/all/cpp,200,3983
10.47.190.79,[29/Nov/2018:09:21:59],GET /api/storeservice/download/20180708,200,8571217
10.47.190.79,[29/Nov/2018:09:22:04],GET /api/storeservice/shichang/week_year/1001,200,11548
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appScanCode/all/feiyan,200,6797
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appStoreAverages/feiyan/av,200,4013
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appPayment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appScanCode/all/all,200,6485
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/storeAverages/feiyan/av,200,4144
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/posScanCode/all/feiyan,200,6903
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appPayment/all/%E7%8E%B0%E9%87%91,200,5154
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appScanCodeCompare/all,200,19983
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/scanCodeCompare/all,200,20501
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/storeAverages/all/cp,200,4572
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/storeAverages/fyfj/av,200,4139
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/posScanCode/all/fyfj,200,6875
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/payment/all/%E7%AC%94%E6%95%B0,200,6769
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appScanCode/all/feiyan,200,6797
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appStoreAverages/feiyan/av,200,4013
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appPayment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[29/Nov/2018:09:22:19],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/storeAverages/feiyan/av,200,4144
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/posScanCode/all/feiyan,200,6903
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/appData/appPayment/all/%E7%8E%B0%E9%87%91,200,5160
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/appData/appScanCodeCompare/all,200,19990
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/scanCodeCompare/all,200,20508
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/posScanCode/all/all,200,6557
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/storeAverages/all/cp,200,4572
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/storeAverages/fyfj/av,200,4139
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/posScanCode/all/fyfj,200,6875
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/storeAverages/all/av,200,4566
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/payment/all/%E7%AC%94%E6%95%B0,200,6769
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[29/Nov/2018:09:22:20],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[29/Nov/2018:09:22:25],POST /login,200,29271
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/newconsumer/week_year/310903,200,10189
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/newconsumer/mth_year/310903,200,8698
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/newconsumer/season_year/310903,200,2878
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/newconsumer/dw_year/310903,200,580
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumerlabel/310101,200,22349
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/qgfx/1001,200,2929
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/qgfx/1001,200,2929
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/week_year/310903,200,26598
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/mth_year/310903,200,25331
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/season_year/310903,200,20417
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/dw_year/310903,200,18471
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/qgfx/310101,200,1606
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/week_year/1001,200,28196
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/mth_year/1001,200,27118
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/season_year/1001,200,22049
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/dw_year/1001,200,20051
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/week_year/310101,200,27667
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/mth_year/310101,200,26585
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/season_year/310101,200,21545
10.47.190.79,[29/Nov/2018:09:22:25],GET /api/consumerservice/consumer/dw_year/310101,200,19533
10.47.190.79,[29/Nov/2018:09:22:26],GET /api/consumerservice/consumerlabel/1001,200,22799
10.47.190.79,[29/Nov/2018:09:22:34],POST /login,200,29286
10.47.190.79,[29/Nov/2018:09:22:35],GET /api/classifysearch/search?q=ZHR,200,85
10.47.190.79,[29/Nov/2018:09:22:35],POST /login,200,29263
10.47.190.79,[29/Nov/2018:09:22:35],GET /api/classifysearch/search?q=3101&count=100,200,1606
10.47.190.79,[29/Nov/2018:09:22:36],GET /api/consumerservice/consumer/week_year/1001,200,28157
10.47.190.79,[29/Nov/2018:09:22:36],GET /api/classifysearch/storeSearch?q=310,200,603491
10.47.190.79,[29/Nov/2018:09:22:36],GET /api/classifysearch/storeScoreSearch?q=%25E5%258F%258B%25E8%25B0%258A%25E7%2583%259F%25E6%259D%2582%25E5%25BA%2597&count=200,200,12
10.47.190.79,[29/Nov/2018:09:22:36],GET /api/classifysearch/storeScoreSearch?q=223110&count=200,200,172
10.47.190.79,[29/Nov/2018:09:22:36],GET /api/classifysearch/search?q=%E4%B8%AD%E5%8D%8E&count=100,200,1521
10.47.190.79,[29/Nov/2018:09:22:36],GET /api/classifysearch/storeScoreSearch?q=223110&count=200,200,172
10.47.190.79,[29/Nov/2018:09:22:36],GET /api/classifysearch/search?q=ZHR&count=100,200,85
10.47.190.79,[29/Nov/2018:09:22:36],GET /api/classifysearch/search?q=310101&count=100,200,85
10.47.190.79,[29/Nov/2018:09:22:58],GET /api/storeservice/lszd/week_year/1001,200,21486
10.47.190.79,[29/Nov/2018:09:23:17],GET /api/consumerservice/qgfx/1001,200,2929
10.47.190.79,[29/Nov/2018:09:23:20],GET /api/saleservice/analysisK/mth_year/1001,200,79595
10.47.190.79,[29/Nov/2018:09:23:20],GET /api/saleservice/fiveK/mth_year/1001/3/5/10/12/20,200,45682
10.47.190.79,[29/Nov/2018:09:23:23],GET /api/storeservice/lszd/mth_year/1001,200,17168
10.47.190.79,[29/Nov/2018:09:23:25],GET /api/consumerservice/consumer/mth_year/1001,200,27110
10.47.190.79,[29/Nov/2018:09:23:29],GET /api/storeservice/shichang/mth_year/1001,200,7249
10.47.190.79,[29/Nov/2018:09:24:13],GET /api/saleservice/kucun/mth_year/1001,200,11076
10.47.190.79,[29/Nov/2018:09:24:16],GET /api/saleservice/gongxu/mth_year/1001,200,7102
10.47.190.79,[29/Nov/2018:09:25:15],GET /api/saleservice/kucun/mth_year/1001,200,11076
