10.47.190.79,[27/Nov/2018:03:21:31],GET /api/saleservice/kucun/mth_year/1001,200,11090
10.47.190.79,[27/Nov/2018:03:21:31],GET /api/saleservice/kucun/season_year/1001,200,7180
10.47.190.79,[27/Nov/2018:03:21:31],GET /api/saleservice/quotation/class_id/asc/0,200,30101
10.47.190.79,[27/Nov/2018:03:21:31],GET /api/saleservice/news/class_id/asc/0,200,14222
10.47.190.79,[27/Nov/2018:03:21:31],GET /api/saleservice/jbsl/dw_year/310101,200,562
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/saveModIdSpecId/11/10090/310101,200,5
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/hyflsc/week_year/1001,200,3787
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/similarproducts/week_year/310101,200,18560
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/similarproducts/mth_year/310101,200,16457
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/similarproducts/season_year/310101,200,5573
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/similarproducts/dw_year/310101,200,1321
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/lunbo,200,5861
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/jbsl/week_year/530904,200,534
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/scjz/week_year/530904,200,12491
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/gongxu/week_year/1001,200,8036
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/gongxu/mth_year/1001,200,7102
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/gongxu/season_year/1001,200,2334
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/gongxu/dw_year/1001,200,461
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/newsInfo/6457,200,1204
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/newsInfo/5617,200,557
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/newkucun/week_year/310903,200,11601
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/newkucun/mth_year/310903,200,9882
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/newkucun/season_year/310903,200,3306
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/newkucun/dw_year/310903,200,666
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/sale/init,200,9404
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/clas/init,200,23793
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/clas/1001,200,4099
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/classify/-1/class_id/asc,200,2992
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/jbsl/week_year/310101,200,566
10.47.190.79,[27/Nov/2018:03:21:32],GET /api/saleservice/initMap/310101,200,6838889
10.47.190.79,[27/Nov/2018:03:21:41],GET /api/saleservice/modifyMod/11/10096/test22,200,5
10.47.190.79,[27/Nov/2018:03:21:41],GET /api/saleservice/newsInfo/5617,200,557
10.47.190.79,[27/Nov/2018:03:21:41],POST /api/saleservice/saveMod,200,5
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/getMod/11,200,519
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/fiveK/week_year/310101/3/5/10/12/20,200,207577
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/jbsl/week_year/3101010,200,12
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/fiveK/week_year/310101/3/5/10/12/20,200,207577
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/newsInfo/init/0,200,8520
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/newsInfo/init/0,200,8520
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/jbsl/week_year/1001,200,406
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/gaishu/1001,200,7548
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/gongxu/week_year/310101,200,9364
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/gongxu/mth_year/310101,200,8320
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/gongxu/season_year/310101,200,2736
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/gongxu/dw_year/310101,200,544
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/area/init,200,484
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/analysisK/week_year/310101,200,355415
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/fldb/week_year/1001,200,1724
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/jbsl/week_year/1001,200,406
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/gaishu/1001,200,7548
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/kucun/week_year/310101,200,27711
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/kucun/mth_year/310101,200,10374
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/kucun/season_year/310101,200,6753
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/kucun/dw_year/310101,200,5314
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/getMod/11,200,519
10.47.190.79,[27/Nov/2018:03:21:44],GET /api/saleservice/getMod/11,200,521
10.47.190.79,[27/Nov/2018:03:21:45],GET /api/saleservice/delMod/11/10096,200,5
10.47.190.79,[27/Nov/2018:03:21:45],GET /api/saleservice/jbsl/week_year/310903,200,571
10.47.190.79,[27/Nov/2018:03:21:45],GET /api/saleservice/analysisK/week_year/310903,200,328899
10.47.190.79,[27/Nov/2018:03:21:45],GET /api/saleservice/fiveK/week_year/310903/3/5/10/12/20,200,189822
10.47.190.79,[27/Nov/2018:03:21:45],GET /api/saleservice/kline/init,200,118769
10.47.190.79,[27/Nov/2018:03:21:45],GET /api/saleservice/sale/3101,200,1544
10.47.190.79,[27/Nov/2018:03:21:45],GET /api/saleservice/clas/1001,200,4099
10.47.190.79,[27/Nov/2018:03:21:49],POST /login,200,29255
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/lszd/week_year/1001,200,21487
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/lszd/mth_year/1001,200,17192
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/lszd/season_year/1001,200,12978
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/lszd/dw_year/1001,200,12214
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/storesale/01310017/310101,200,161
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/shichang/week_year/310101,200,12109
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/shichang/mth_year/310101,200,7316
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/shichang/season_year/310101,200,2652
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/shichang/dw_year/310101,200,1783
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/storedetails/01310017,200,467
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/regionsale/week_year/310101,200,2397
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/lslabel/1001,200,14773
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/shichang/week_year/1001,200,11554
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/shichang/mth_year/1001,200,7250
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/shichang/season_year/1001,200,2634
10.47.190.79,[27/Nov/2018:03:21:50],GET /api/storeservice/shichang/dw_year/1001,200,1775
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/initMap,200,63326
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/screeninit,200,11100
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/marketCompetition/week_year/530904,200,2829
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/area/%25E4%25B8%258A%25E6%25B5%25B7%25E5%25B8%2582/310101,200,32
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/shichang/week_year/310903,200,12103
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/shichang/mth_year/310903,200,6874
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/shichang/season_year/310903,200,2646
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/shichang/dw_year/310903,200,1789
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/lszd/week_year/310903,200,22126
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/lszd/mth_year/310903,200,17375
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/lszd/season_year/310903,200,13504
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/lszd/dw_year/310903,200,12741
10.47.190.79,[27/Nov/2018:03:21:59],GET /api/storeservice/lslabel/310101,200,15374
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/lszd/week_year/310101,200,22103
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/lszd/mth_year/310101,200,17736
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/lszd/season_year/310101,200,13494
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/lszd/dw_year/310101,200,12749
10.47.190.79,[27/Nov/2018:03:22:00],POST /login,200,29294
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appActivity/newActivity/all,200,7728
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/overView/paymentInfo/all,200,2659
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/overView/storeInfo/all,200,1182
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/overView/paymentInfo/all,200,2659
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/overView/storeInfo/all,200,1182
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/storeStar/desc,200,27620
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appScanCode/all/yan,200,6464
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appStoreAverages/yan/av,200,3955
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/payment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B1,200,12
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/storeAverages/yan/av,200,4538
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/posScanCode/all/yan,200,6753
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appStoreAverages/all/rt,200,3019
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appPayment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appPayment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appMixedOrderAndMemberInfo/all,200,14074
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appPayment/all/%E7%AC%94%E6%95%B0,200,4891
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appStoreAverages/all/av,200,3977
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/posData/storeAverages/all/rt,200,3449
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appScanCode/all/fyfj,200,6752
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appStoreAverages/fyfj/av,200,3962
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/appData/appStoreAverages/all/cpp,200,3983
10.47.190.79,[27/Nov/2018:03:22:00],GET /api/storeservice/download/20180708,200,8574461
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/appScanCode/all/feiyan,200,6791
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/appStoreAverages/feiyan/av,200,4013
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/appPayment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/posData/storeAverages/feiyan/av,200,4144
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/posData/posScanCode/all/feiyan,200,6903
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/appPayment/all/%E7%8E%B0%E9%87%91,200,5160
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/appData/appScanCodeCompare/all,200,19983
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/posData/scanCodeCompare/all,200,20485
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/posData/storeAverages/all/cp,200,4572
10.47.190.79,[27/Nov/2018:03:22:11],GET /api/storeservice/posData/storeAverages/fyfj/av,200,4139
10.47.190.79,[27/Nov/2018:03:22:12],GET /api/storeservice/posData/posScanCode/all/fyfj,200,6875
10.47.190.79,[27/Nov/2018:03:22:12],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[27/Nov/2018:03:22:12],GET /api/storeservice/posData/payment/all/%E7%AC%94%E6%95%B0,200,6769
10.47.190.79,[27/Nov/2018:03:22:12],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[27/Nov/2018:03:22:12],GET /api/storeservice/posData/storeAverages/all/av,200,4572
151.234.2.128,[27/Nov/2018:03:25:06],GET /,403,108
106.14.78.61,[27/Nov/2018:03:40:40],POST /api/ntkservice/ntkSale,200,446234
60.1.134.81,[27/Nov/2018:03:52:25],GET /,403,249
106.14.78.61,[27/Nov/2018:04:10:12],POST /api/ntkservice/ntkSale,200,279161
5.160.129.209,[27/Nov/2018:05:03:27],GET /,403,108
10.47.190.79,[27/Nov/2018:05:45:26],POST /login,499,0
10.47.190.79,[27/Nov/2018:05:45:45],POST /login,499,0
10.47.190.79,[27/Nov/2018:05:45:48],POST /login,200,29278
10.47.190.79,[27/Nov/2018:05:45:48],GET /api/storeservice/appActivity/newActivity/all,200,7728
10.47.190.79,[27/Nov/2018:05:45:48],GET /api/storeservice/overView/paymentInfo/all,200,2659
10.47.190.79,[27/Nov/2018:05:45:48],GET /api/storeservice/overView/storeInfo/all,200,1182
10.47.190.79,[27/Nov/2018:05:45:48],GET /api/storeservice/overView/paymentInfo/all,200,2659
10.47.190.79,[27/Nov/2018:05:45:48],GET /api/storeservice/overView/storeInfo/all,200,1182
10.47.190.79,[27/Nov/2018:05:45:48],GET /api/storeservice/storeStar/desc,200,27612
10.47.190.79,[27/Nov/2018:05:45:48],GET /api/storeservice/appData/appScanCode/all/yan,200,6464
10.47.190.79,[27/Nov/2018:05:45:48],GET /api/storeservice/appData/appStoreAverages/yan/av,200,3949
10.47.190.79,[27/Nov/2018:05:45:49],GET /api/storeservice/posData/payment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[27/Nov/2018:05:45:49],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[27/Nov/2018:05:45:49],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[27/Nov/2018:05:45:50],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B1,200,12
10.47.190.79,[27/Nov/2018:05:45:50],GET /api/storeservice/posData/storeAverages/yan/av,200,4538
10.47.190.79,[27/Nov/2018:05:45:50],GET /api/storeservice/posData/posScanCode/all/yan,200,6753
10.47.190.79,[27/Nov/2018:05:45:50],GET /api/storeservice/appData/appStoreAverages/all/rt,200,3019
10.47.190.79,[27/Nov/2018:05:45:50],GET /api/storeservice/appData/appPayment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[27/Nov/2018:05:45:50],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:05:45:50],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[27/Nov/2018:05:45:50],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[27/Nov/2018:05:45:51],GET /api/storeservice/appData/appPayment/all/%25E7%258E%25B0%25E9%2587%2591,200,12
10.47.190.79,[27/Nov/2018:05:45:51],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:05:45:51],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[27/Nov/2018:05:45:51],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[27/Nov/2018:05:45:51],GET /api/storeservice/appData/appMixedOrderAndMemberInfo/all,200,14074
10.47.190.79,[27/Nov/2018:05:45:51],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:05:45:51],GET /api/storeservice/appData/appPayment/all/%E7%AC%94%E6%95%B0,200,4891
10.47.190.79,[27/Nov/2018:05:45:51],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[27/Nov/2018:05:45:51],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[27/Nov/2018:05:45:52],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[27/Nov/2018:05:45:52],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[27/Nov/2018:05:45:52],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[27/Nov/2018:05:45:52],GET /api/storeservice/posData/storeAverages/all/rt,200,3449
10.47.190.79,[27/Nov/2018:05:45:52],GET /api/storeservice/appData/appScanCode/all/fyfj,200,6752
10.47.190.79,[27/Nov/2018:05:45:52],GET /api/storeservice/appData/appStoreAverages/fyfj/av,200,3962
10.47.190.79,[27/Nov/2018:05:45:52],GET /api/storeservice/appData/appStoreAverages/all/cpp,200,3977
10.47.190.79,[27/Nov/2018:05:45:52],GET /api/storeservice/download/20180708,200,8571175
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/appData/appScanCode/all/feiyan,200,6797
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/appData/appStoreAverages/feiyan/av,200,4013
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/appData/appPayment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/appData/appScanCode/all/all,200,6491
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/appData/appStoreAverages/all/av,200,3983
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/posData/payment/all/%25E7%25AC%2594%25E6%2595%25B0,200,12
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/posData/storeAverages/feiyan/av,200,4144
10.47.190.79,[27/Nov/2018:05:46:03],GET /api/storeservice/posData/posScanCode/all/feiyan,200,6903
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/appData/appPayment/all/%E7%8E%B0%E9%87%91,200,5160
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/appData/paymentWithinWeek/all,200,1217
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/appData/appScanCodeCompare/all,200,19990
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/scanCodeCompare/all,200,20509
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/storeAverages/all/cp,200,4572
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/storeAverages/fyfj/av,200,4139
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/posScanCode/all/fyfj,200,6875
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/payment/all/%E7%AC%94%E6%95%B0,200,6769
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/posScanCode/all/all,200,6563
10.47.190.79,[27/Nov/2018:05:46:04],GET /api/storeservice/posData/storeAverages/all/av,200,4572
10.47.190.79,[27/Nov/2018:05:46:07],POST /login,200,29263
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/newconsumer/week_year/310903,200,10193
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/newconsumer/mth_year/310903,200,8697
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/newconsumer/season_year/310903,200,2878
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/newconsumer/dw_year/310903,200,580
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/consumerlabel/310101,200,22356
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/qgfx/1001,200,2929
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/qgfx/1001,200,2929
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/consumer/week_year/310903,200,26592
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/consumer/mth_year/310903,200,25330
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/consumer/season_year/310903,200,20418
10.47.190.79,[27/Nov/2018:05:46:08],GET /api/consumerservice/consumer/dw_year/310903,200,18477
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/qgfx/310101,200,1606
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/consumer/week_year/1001,200,28198
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/consumer/mth_year/1001,200,27103
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/consumer/season_year/1001,200,22049
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/consumer/dw_year/1001,200,20044
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/consumer/week_year/310101,200,27667
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/consumer/mth_year/310101,200,26601
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/consumer/season_year/310101,200,21537
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/consumer/dw_year/310101,200,19534
10.47.190.79,[27/Nov/2018:05:46:09],GET /api/consumerservice/consumerlabel/1001,200,22792
