10.47.190.79,[28/Nov/2018:03:21:22],POST /login,200,29271
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/similarproductsnew/week_year/310903,200,278
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/similarproductsnew/mth_year/310903,200,277
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/similarproductsnew/season_year/310903,200,280
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/similarproductsnew/dw_year/310903,200,273
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/scjz/week_year/530904,200,12511
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/newsalenum/week_year/310903,200,7002
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/newsalenum/mth_year/310903,200,5922
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/newsalenum/season_year/310903,200,2452
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/newsalenum/dw_year/310903,200,1050
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/newsInfo/init/0,200,8365
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/product/310101,200,83
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/product/%E4%B8%AD%E5%8D%8E%EF%BC%88%E8%BD%AF%EF%BC%89,200,12
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/analysisK/week_year/1001,200,351201
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/fiveK/week_year/1001/3/5/10/12/20,200,201511
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/quotation/class_id/asc/0,200,30322
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/jbsl/week_year/310101,200,541
10.47.190.79,[28/Nov/2018:03:21:23],GET /api/saleservice/fiveK/week_year/310101/3/5/10/12/20,200,207600
10.47.190.79,[28/Nov/2018:03:21:28],POST /login,200,29286
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/similarproductsnew/week_year/310903,200,278
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/similarproductsnew/mth_year/310903,200,277
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/similarproductsnew/season_year/310903,200,280
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/similarproductsnew/dw_year/310903,200,273
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/scjz/week_year/530904,200,12511
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/newsalenum/week_year/310903,200,7002
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/newsalenum/mth_year/310903,200,5922
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/newsalenum/season_year/310903,200,2452
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/newsalenum/dw_year/310903,200,1050
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/newsInfo/init/0,200,8365
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/product/310101,200,83
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/product/%E4%B8%AD%E5%8D%8E%EF%BC%88%E8%BD%AF%EF%BC%89,200,12
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/analysisK/week_year/1001,200,351153
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/fiveK/week_year/1001/3/5/10/12/20,200,201512
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/quotation/class_id/asc/0,200,30345
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/jbsl/week_year/310101,200,541
10.47.190.79,[28/Nov/2018:03:21:28],GET /api/saleservice/fiveK/week_year/310101/3/5/10/12/20,200,207616
10.47.190.79,[28/Nov/2018:03:21:33],GET /api/saleservice/addMod/11/test11,499,0
10.47.190.79,[28/Nov/2018:03:21:33],GET /api/saleservice/newsInfo/6457,200,1204
10.47.190.79,[28/Nov/2018:03:21:33],GET /api/saleservice/kucun/dw_year/1001,200,5633
10.47.190.79,[28/Nov/2018:03:21:33],GET /api/saleservice/kucun/mth_year/1001,200,11076
10.47.190.79,[28/Nov/2018:03:21:33],GET /api/saleservice/kucun/season_year/1001,200,7173
10.47.190.79,[28/Nov/2018:03:21:33],GET /api/saleservice/quotation/class_id/asc/0,200,30308
10.47.190.79,[28/Nov/2018:03:21:33],GET /api/saleservice/news/class_id/asc/0,200,14217
10.47.190.79,[28/Nov/2018:03:21:33],GET /api/saleservice/jbsl/dw_year/310101,200,536
10.47.190.79,[28/Nov/2018:03:21:33],GET /api/saleservice/saveModIdSpecId/11/10090/310101,200,5
10.47.190.79,[28/Nov/2018:03:21:34],GET /api/saleservice/hyflsc/week_year/1001,200,3768
10.47.190.79,[28/Nov/2018:03:21:34],GET /api/saleservice/similarproducts/week_year/310101,200,18560
10.47.190.79,[28/Nov/2018:03:21:34],GET /api/saleservice/similarproducts/mth_year/310101,200,16463
10.47.190.79,[28/Nov/2018:03:21:34],GET /api/saleservice/similarproducts/season_year/310101,200,5573
10.47.190.79,[28/Nov/2018:03:21:34],GET /api/saleservice/similarproducts/dw_year/310101,200,1321
10.47.190.79,[28/Nov/2018:03:21:34],GET /api/saleservice/lunbo,200,5804
